filepath,filename,main_category,sub_category,brand
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike Golf\7919211.151.jpg,7919211.151.jpg,Shoes,Sneakers and Athletic Shoes,Nike Golf
images\ut-zap50k\Shoes\Flats\Bloch\8005902.3893.jpg,8005902.3893.jpg,Shoes,Flats,Bloch
images\ut-zap50k\Shoes\Loafers\Born\7908599.359043.jpg,7908599.359043.jpg,Shoes,Loafers,Born
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\UGG\7963373.3.jpg,7963373.3.jpg,Shoes,Sneakers and Athletic Shoes,UGG
images\ut-zap50k\Shoes\Heels\J. Renee\8062666.11.jpg,8062666.11.jpg,Shoes,Heels,J. Renee
images\ut-zap50k\Boots\Knee High\David Tate\7444111.287606.jpg,7444111.287606.jpg,Boots,Knee High,David Tate
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Geox Kids\8016413.506.jpg,8016413.506.jpg,Shoes,Sneakers and Athletic Shoes,Geox Kids
images\ut-zap50k\Shoes\Clogs and Mules\Alegria\7814575.72.jpg,7814575.72.jpg,Shoes,Clogs and Mules,Alegria
images\ut-zap50k\Shoes\Heels\Stuart Weitzman\8037752.5190.jpg,8037752.5190.jpg,Shoes,Heels,Stuart Weitzman
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Kid Express\7523346.41549.jpg,7523346.41549.jpg,Shoes,Sneakers and Athletic Shoes,Kid Express
images\ut-zap50k\Sandals\Flat\OluKai\7508748.273362.jpg,7508748.273362.jpg,Sandals,Flat,OluKai
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\SKECHERS Work\7336743.6.jpg,7336743.6.jpg,Shoes,Sneakers and Athletic Shoes,SKECHERS Work
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Chaco\7983234.411.jpg,7983234.411.jpg,Shoes,Sneakers and Athletic Shoes,Chaco
images\ut-zap50k\Shoes\Loafers\Geox\8004405.3.jpg,8004405.3.jpg,Shoes,Loafers,Geox
images\ut-zap50k\Shoes\Heels\Type Z\7838125.101719.jpg,7838125.101719.jpg,Shoes,Heels,Type Z
images\ut-zap50k\Boots\Knee High\VOLATILE\8030303.11.jpg,8030303.11.jpg,Boots,Knee High,VOLATILE
images\ut-zap50k\Boots\Mid-Calf\La Canadienne\7996583.106.jpg,7996583.106.jpg,Boots,Mid-Calf,La Canadienne
images\ut-zap50k\Boots\Mid-Calf\Keen\7977417.106019.jpg,7977417.106019.jpg,Boots,Mid-Calf,Keen
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\ASICS\7885689.381431.jpg,7885689.381431.jpg,Shoes,Sneakers and Athletic Shoes,ASICS
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Emerica\7555264.393042.jpg,7555264.393042.jpg,Shoes,Sneakers and Athletic Shoes,Emerica
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\SKECHERS\8129993.408679.jpg,8129993.408679.jpg,Shoes,Sneakers and Athletic Shoes,SKECHERS
images\ut-zap50k\Boots\Ankle\Vintage Shoe Company\8030759.405052.jpg,8030759.405052.jpg,Boots,Ankle,Vintage Shoe Company
images\ut-zap50k\Boots\Ankle\MIA\8075835.106.jpg,8075835.106.jpg,Boots,Ankle,MIA
images\ut-zap50k\Boots\Knee High\Tommy Hilfiger\8041898.238.jpg,8041898.238.jpg,Boots,Knee High,Tommy Hilfiger
images\ut-zap50k\Sandals\Flat\Teva\7873843.714.jpg,7873843.714.jpg,Sandals,Flat,Teva
images\ut-zap50k\Shoes\Prewalker\Pazitos\7530623.30544.jpg,7530623.30544.jpg,Shoes,Prewalker,Pazitos
images\ut-zap50k\Shoes\Boat Shoes\Tommy Hilfiger\8122077.406330.jpg,8122077.406330.jpg,Shoes,Boat Shoes,Tommy Hilfiger
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Vans Kids\7163184.294397.jpg,7163184.294397.jpg,Shoes,Sneakers and Athletic Shoes,Vans Kids
images\ut-zap50k\Shoes\Heels\Jessica Simpson\8082349.296836.jpg,8082349.296836.jpg,Shoes,Heels,Jessica Simpson
images\ut-zap50k\Shoes\Heels\Bella-Vita\8016175.14295.jpg,8016175.14295.jpg,Shoes,Heels,Bella-Vita
images\ut-zap50k\Slippers\Slipper Flats\smartdogs\7582821.18275.jpg,7582821.18275.jpg,Slippers,Slipper Flats,smartdogs
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Vans Kids\8036449.375114.jpg,8036449.375114.jpg,Shoes,Sneakers and Athletic Shoes,Vans Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\SKECHERS KIDS\8068360.16090.jpg,8068360.16090.jpg,Shoes,Sneakers and Athletic Shoes,SKECHERS KIDS
images\ut-zap50k\Boots\Ankle\Roper\8019986.6.jpg,8019986.6.jpg,Boots,Ankle,Roper
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\New Balance Kids\7980007.6583.jpg,7980007.6583.jpg,Shoes,Sneakers and Athletic Shoes,New Balance Kids
images\ut-zap50k\Boots\Ankle\Sperry Top-Sider\7969026.768.jpg,7969026.768.jpg,Boots,Ankle,Sperry Top-Sider
images\ut-zap50k\Boots\Ankle\Timberland Kids\8050186.432.jpg,8050186.432.jpg,Boots,Ankle,Timberland Kids
images\ut-zap50k\Shoes\Boat Shoes\Sperry Top-Sider\8052694.3546.jpg,8052694.3546.jpg,Shoes,Boat Shoes,Sperry Top-Sider
images\ut-zap50k\Shoes\Oxfords\Pikolinos\7700836.202581.jpg,7700836.202581.jpg,Shoes,Oxfords,Pikolinos
images\ut-zap50k\Boots\Ankle\Dr. Martens\8004440.365194.jpg,8004440.365194.jpg,Boots,Ankle,Dr. Martens
images\ut-zap50k\Boots\Mid-Calf\Khombu Kids\8036166.1328.jpg,8036166.1328.jpg,Boots,Mid-Calf,Khombu Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Under Armour Kids\8044056.1066.jpg,8044056.1066.jpg,Shoes,Sneakers and Athletic Shoes,Under Armour Kids
images\ut-zap50k\Shoes\Flats\Dolce Vita\7997794.81387.jpg,7997794.81387.jpg,Shoes,Flats,Dolce Vita
images\ut-zap50k\Shoes\Oxfords\Lucky Brand\8108503.10414.jpg,8108503.10414.jpg,Shoes,Oxfords,Lucky Brand
images\ut-zap50k\Sandals\Flat\Sesto Meucci\7904642.388720.jpg,7904642.388720.jpg,Sandals,Flat,Sesto Meucci
images\ut-zap50k\Shoes\Heels\Fitzwell\7828910.89.jpg,7828910.89.jpg,Shoes,Heels,Fitzwell
images\ut-zap50k\Shoes\Loafers\Romika\8009378.3.jpg,8009378.3.jpg,Shoes,Loafers,Romika
images\ut-zap50k\Shoes\Heels\Walking Cradles\7950573.191468.jpg,7950573.191468.jpg,Shoes,Heels,Walking Cradles
images\ut-zap50k\Shoes\Clogs and Mules\Sanita\7838465.35629.jpg,7838465.35629.jpg,Shoes,Clogs and Mules,Sanita
images\ut-zap50k\Sandals\Flat\Nine West\8113346.3449.jpg,8113346.3449.jpg,Sandals,Flat,Nine West
images\ut-zap50k\Boots\Knee High\Enzo Angiolini\7940687.188324.jpg,7940687.188324.jpg,Boots,Knee High,Enzo Angiolini
images\ut-zap50k\Shoes\Heels\Romantic Soles\8020646.8871.jpg,8020646.8871.jpg,Shoes,Heels,Romantic Soles
images\ut-zap50k\Shoes\Heels\Romika\8009369.3.jpg,8009369.3.jpg,Shoes,Heels,Romika
images\ut-zap50k\Sandals\Flat\Juicy Couture\8129394.408509.jpg,8129394.408509.jpg,Sandals,Flat,Juicy Couture
images\ut-zap50k\Sandals\Flat\Crocs Kids\7891455.18581.jpg,7891455.18581.jpg,Sandals,Flat,Crocs Kids
images\ut-zap50k\Shoes\Clogs and Mules\Sanita\7838358.307614.jpg,7838358.307614.jpg,Shoes,Clogs and Mules,Sanita
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Macbeth\7399238.6654.jpg,7399238.6654.jpg,Shoes,Sneakers and Athletic Shoes,Macbeth
images\ut-zap50k\Boots\Ankle\Martino\8071382.359.jpg,8071382.359.jpg,Boots,Ankle,Martino
images\ut-zap50k\Boots\Ankle\Vintage Shoe Company\7831146.304455.jpg,7831146.304455.jpg,Boots,Ankle,Vintage Shoe Company
images\ut-zap50k\Shoes\Heels\Enzo Angiolini\8036460.16464.jpg,8036460.16464.jpg,Shoes,Heels,Enzo Angiolini
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\UGG\7843283.204627.jpg,7843283.204627.jpg,Shoes,Sneakers and Athletic Shoes,UGG
images\ut-zap50k\Shoes\Heels\Stuart Weitzman\7999515.355814.jpg,7999515.355814.jpg,Shoes,Heels,Stuart Weitzman
images\ut-zap50k\Shoes\Heels\Cole Haan\8000900.9665.jpg,8000900.9665.jpg,Shoes,Heels,Cole Haan
images\ut-zap50k\Shoes\Flats\Madden Girl\8060929.250771.jpg,8060929.250771.jpg,Shoes,Flats,Madden Girl
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Bloch\8126155.767.jpg,8126155.767.jpg,Shoes,Sneakers and Athletic Shoes,Bloch
images\ut-zap50k\Sandals\Flat\Vivanz\7561786.169461.jpg,7561786.169461.jpg,Sandals,Flat,Vivanz
images\ut-zap50k\Shoes\Oxfords\Bass\7505665.372722.jpg,7505665.372722.jpg,Shoes,Oxfords,Bass
images\ut-zap50k\Boots\Ankle\Romika\8009400.253736.jpg,8009400.253736.jpg,Boots,Ankle,Romika
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Pearl Izumi\7893835.131261.jpg,7893835.131261.jpg,Shoes,Sneakers and Athletic Shoes,Pearl Izumi
images\ut-zap50k\Slippers\Slipper Flats\Sorel\7654716.292781.jpg,7654716.292781.jpg,Slippers,Slipper Flats,Sorel
images\ut-zap50k\Sandals\Flat\SoftWalk\7600799.112.jpg,7600799.112.jpg,Sandals,Flat,SoftWalk
images\ut-zap50k\Boots\Mid-Calf\Dirty Laundry\7958800.17348.jpg,7958800.17348.jpg,Boots,Mid-Calf,Dirty Laundry
images\ut-zap50k\Boots\Mid-Calf\Carhartt\8045219.377648.jpg,8045219.377648.jpg,Boots,Mid-Calf,Carhartt
images\ut-zap50k\Boots\Ankle\Livie & Luca\8046628.3.jpg,8046628.3.jpg,Boots,Ankle,Livie & Luca
images\ut-zap50k\Shoes\Flats\Morgan&Milo Kids\7945515.632.jpg,7945515.632.jpg,Shoes,Flats,Morgan&Milo Kids
images\ut-zap50k\Shoes\Heels\ALDO\8096669.574.jpg,8096669.574.jpg,Shoes,Heels,ALDO
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\PUMA\7815290.325765.jpg,7815290.325765.jpg,Shoes,Sneakers and Athletic Shoes,PUMA
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Supra\7422567.3597.jpg,7422567.3597.jpg,Shoes,Sneakers and Athletic Shoes,Supra
images\ut-zap50k\Shoes\Heels\J. Renee\7754739.3.jpg,7754739.3.jpg,Shoes,Heels,J. Renee
images\ut-zap50k\Shoes\Oxfords\Elephantito\8009110.9.jpg,8009110.9.jpg,Shoes,Oxfords,Elephantito
images\ut-zap50k\Shoes\Heels\Vince Camuto\8026532.360962.jpg,8026532.360962.jpg,Shoes,Heels,Vince Camuto
images\ut-zap50k\Boots\Mid-Calf\AIGLE Kids\8101811.911.jpg,8101811.911.jpg,Boots,Mid-Calf,AIGLE Kids
images\ut-zap50k\Shoes\Oxfords\Sebago\8045560.768.jpg,8045560.768.jpg,Shoes,Oxfords,Sebago
images\ut-zap50k\Sandals\Flat\DKNYC\7882873.3.jpg,7882873.3.jpg,Sandals,Flat,DKNYC
images\ut-zap50k\Sandals\Flat\Sbicca\7990441.6.jpg,7990441.6.jpg,Sandals,Flat,Sbicca
images\ut-zap50k\Boots\Knee High\Gabor\8015538.368167.jpg,8015538.368167.jpg,Boots,Knee High,Gabor
images\ut-zap50k\Boots\Ankle\Caterpillar\7171132.18.jpg,7171132.18.jpg,Boots,Ankle,Caterpillar
images\ut-zap50k\Shoes\Heels\La Canadienne\7996696.106.jpg,7996696.106.jpg,Shoes,Heels,La Canadienne
images\ut-zap50k\Shoes\Loafers\Chinese Laundry\8091533.43216.jpg,8091533.43216.jpg,Shoes,Loafers,Chinese Laundry
images\ut-zap50k\Sandals\Flat\Birkenstock\7501940.153473.jpg,7501940.153473.jpg,Sandals,Flat,Birkenstock
images\ut-zap50k\Boots\Ankle\Merrell\7813563.8802.jpg,7813563.8802.jpg,Boots,Ankle,Merrell
images\ut-zap50k\Boots\Ankle\RJ Colt\7931327.301606.jpg,7931327.301606.jpg,Boots,Ankle,RJ Colt
images\ut-zap50k\Sandals\Flat\Born\8070905.391598.jpg,8070905.391598.jpg,Sandals,Flat,Born
images\ut-zap50k\Shoes\Clogs and Mules\Keen\7654952.92874.jpg,7654952.92874.jpg,Shoes,Clogs and Mules,Keen
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Reebok Lifestyle\7271189.751.jpg,7271189.751.jpg,Shoes,Sneakers and Athletic Shoes,Reebok Lifestyle
images\ut-zap50k\Boots\Ankle\Patagonia\7983256.359.jpg,7983256.359.jpg,Boots,Ankle,Patagonia
images\ut-zap50k\Shoes\Heels\Nine West\8113201.308941.jpg,8113201.308941.jpg,Shoes,Heels,Nine West
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Rieker\8006715.72.jpg,8006715.72.jpg,Shoes,Sneakers and Athletic Shoes,Rieker
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike Kids\8071418.388981.jpg,8071418.388981.jpg,Shoes,Sneakers and Athletic Shoes,Nike Kids
images\ut-zap50k\Boots\Ankle\LOVE Moschino\8010730.3.jpg,8010730.3.jpg,Boots,Ankle,LOVE Moschino
images\ut-zap50k\Sandals\Flat\Roxy Kids\8095031.418.jpg,8095031.418.jpg,Sandals,Flat,Roxy Kids
images\ut-zap50k\Sandals\Flat\Birkenstock\7218018.159188.jpg,7218018.159188.jpg,Sandals,Flat,Birkenstock
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\SKECHERS\7891712.66761.jpg,7891712.66761.jpg,Shoes,Sneakers and Athletic Shoes,SKECHERS
images\ut-zap50k\Sandals\Flat\Reef\7606677.33710.jpg,7606677.33710.jpg,Sandals,Flat,Reef
images\ut-zap50k\Boots\Knee High\Aquatalia by Marvin K\8011845.366794.jpg,8011845.366794.jpg,Boots,Knee High,Aquatalia by Marvin K
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Creative Recreation\7813361.298786.jpg,7813361.298786.jpg,Shoes,Sneakers and Athletic Shoes,Creative Recreation
images\ut-zap50k\Sandals\Flat\Merrell\7879650.1334.jpg,7879650.1334.jpg,Sandals,Flat,Merrell
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\adidas Running\7977203.390194.jpg,7977203.390194.jpg,Shoes,Sneakers and Athletic Shoes,adidas Running
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\etnies\8064984.15289.jpg,8064984.15289.jpg,Shoes,Sneakers and Athletic Shoes,etnies
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Brooks\7965716.350968.jpg,7965716.350968.jpg,Shoes,Sneakers and Athletic Shoes,Brooks
images\ut-zap50k\Slippers\Slipper Flats\Foamtreads\8012203.3.jpg,8012203.3.jpg,Slippers,Slipper Flats,Foamtreads
images\ut-zap50k\Shoes\Flats\LAUREN Ralph Lauren\7956800.347763.jpg,7956800.347763.jpg,Shoes,Flats,LAUREN Ralph Lauren
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike Kids\7969887.350885.jpg,7969887.350885.jpg,Shoes,Sneakers and Athletic Shoes,Nike Kids
images\ut-zap50k\Boots\Mid-Calf\Timberland Kids\7987091.3.jpg,7987091.3.jpg,Boots,Mid-Calf,Timberland Kids
images\ut-zap50k\Shoes\Oxfords\Florsheim Kids\8043027.6.jpg,8043027.6.jpg,Shoes,Oxfords,Florsheim Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\DVS Shoe Company\7270445.670.jpg,7270445.670.jpg,Shoes,Sneakers and Athletic Shoes,DVS Shoe Company
images\ut-zap50k\Boots\Ankle\Gabor\8015460.368175.jpg,8015460.368175.jpg,Boots,Ankle,Gabor
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\PUMA\7723889.16039.jpg,7723889.16039.jpg,Shoes,Sneakers and Athletic Shoes,PUMA
images\ut-zap50k\Slippers\Slipper Flats\Haflinger Kids\8027374.2494.jpg,8027374.2494.jpg,Slippers,Slipper Flats,Haflinger Kids
images\ut-zap50k\Shoes\Prewalker\Robeez\7998570.9.jpg,7998570.9.jpg,Shoes,Prewalker,Robeez
images\ut-zap50k\Sandals\Flat\Gentle Souls\7309606.3.jpg,7309606.3.jpg,Sandals,Flat,Gentle Souls
images\ut-zap50k\Shoes\Clogs and Mules\Dansko\122638.297307.jpg,122638.297307.jpg,Shoes,Clogs and Mules,Dansko
images\ut-zap50k\Shoes\Heels\Stuart Weitzman Bridal & Evening Collection\7999331.12950.jpg,7999331.12950.jpg,Shoes,Heels,Stuart Weitzman Bridal & Evening Collection
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Dansko\8081316.4418.jpg,8081316.4418.jpg,Shoes,Sneakers and Athletic Shoes,Dansko
images\ut-zap50k\Boots\Mid-Calf\UGG Kids\8032917.70457.jpg,8032917.70457.jpg,Boots,Mid-Calf,UGG Kids
images\ut-zap50k\Boots\Knee High\Rieker\8007045.254090.jpg,8007045.254090.jpg,Boots,Knee High,Rieker
images\ut-zap50k\Boots\Mid-Calf\Primigi Kids\8022050.9.jpg,8022050.9.jpg,Boots,Mid-Calf,Primigi Kids
images\ut-zap50k\Boots\Knee High\La Canadienne\7677742.106.jpg,7677742.106.jpg,Boots,Knee High,La Canadienne
images\ut-zap50k\Sandals\Flat\Birkenstock\109053.208913.jpg,109053.208913.jpg,Sandals,Flat,Birkenstock
images\ut-zap50k\Slippers\Slipper Flats\smartdogs\7918593.17.jpg,7918593.17.jpg,Slippers,Slipper Flats,smartdogs
images\ut-zap50k\Slippers\Slipper Flats\Foamtreads Kids\7294302.9.jpg,7294302.9.jpg,Slippers,Slipper Flats,Foamtreads Kids
images\ut-zap50k\Sandals\Flat\Nike\7541842.191698.jpg,7541842.191698.jpg,Sandals,Flat,Nike
images\ut-zap50k\Shoes\Flats\Kid Express\8028056.72.jpg,8028056.72.jpg,Shoes,Flats,Kid Express
images\ut-zap50k\Slippers\Slipper Flats\Old Friend\7181360.585.jpg,7181360.585.jpg,Slippers,Slipper Flats,Old Friend
images\ut-zap50k\Slippers\Slipper Flats\Stride Rite\7993722.9.jpg,7993722.9.jpg,Slippers,Slipper Flats,Stride Rite
images\ut-zap50k\Sandals\Flat\Naot Footwear\7749209.185879.jpg,7749209.185879.jpg,Sandals,Flat,Naot Footwear
images\ut-zap50k\Boots\Ankle\Magnum\8086789.3.jpg,8086789.3.jpg,Boots,Ankle,Magnum
images\ut-zap50k\Shoes\Loafers\Mephisto\7836613.306965.jpg,7836613.306965.jpg,Shoes,Loafers,Mephisto
images\ut-zap50k\Sandals\Flat\OluKai\7608133.150930.jpg,7608133.150930.jpg,Sandals,Flat,OluKai
images\ut-zap50k\Shoes\Loafers\Shoe Be Doo\7145466.492.jpg,7145466.492.jpg,Shoes,Loafers,Shoe Be Doo
images\ut-zap50k\Slippers\Slipper Flats\UGG\7192074.18.jpg,7192074.18.jpg,Slippers,Slipper Flats,UGG
images\ut-zap50k\Sandals\Flat\Eric Michael\7814240.20.jpg,7814240.20.jpg,Sandals,Flat,Eric Michael
images\ut-zap50k\Boots\Ankle\ECCO\7973391.299993.jpg,7973391.299993.jpg,Boots,Ankle,ECCO
images\ut-zap50k\Boots\Ankle\adidas\8030969.3.jpg,8030969.3.jpg,Boots,Ankle,adidas
images\ut-zap50k\Shoes\Flats\Romantic Soles\7586470.5360.jpg,7586470.5360.jpg,Shoes,Flats,Romantic Soles
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Saucony Kids\7992534.259090.jpg,7992534.259090.jpg,Shoes,Sneakers and Athletic Shoes,Saucony Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Mountrek\8008063.6.jpg,8008063.6.jpg,Shoes,Sneakers and Athletic Shoes,Mountrek
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Lacoste Kids\8074577.744.jpg,8074577.744.jpg,Shoes,Sneakers and Athletic Shoes,Lacoste Kids
images\ut-zap50k\Sandals\Flat\Merrell\7879796.106605.jpg,7879796.106605.jpg,Sandals,Flat,Merrell
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Primigi Kids\8020409.401.jpg,8020409.401.jpg,Shoes,Sneakers and Athletic Shoes,Primigi Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Sperry Top-Sider\7969108.276376.jpg,7969108.276376.jpg,Shoes,Sneakers and Athletic Shoes,Sperry Top-Sider
images\ut-zap50k\Boots\Mid-Calf\Romantic Soles\8034536.3561.jpg,8034536.3561.jpg,Boots,Mid-Calf,Romantic Soles
images\ut-zap50k\Sandals\Flat\Naot Footwear\110907.4072.jpg,110907.4072.jpg,Sandals,Flat,Naot Footwear
images\ut-zap50k\Shoes\Loafers\Anne Klein\8107634.72.jpg,8107634.72.jpg,Shoes,Loafers,Anne Klein
images\ut-zap50k\Shoes\Heels\Pedro Garcia\8030926.19760.jpg,8030926.19760.jpg,Shoes,Heels,Pedro Garcia
images\ut-zap50k\Shoes\Loafers\Frye\7550048.325.jpg,7550048.325.jpg,Shoes,Loafers,Frye
images\ut-zap50k\Shoes\Flats\Dr. Scholl's\8034273.374430.jpg,8034273.374430.jpg,Shoes,Flats,Dr. Scholl's
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Geox Kids\8016209.139.jpg,8016209.139.jpg,Shoes,Sneakers and Athletic Shoes,Geox Kids
images\ut-zap50k\Shoes\Heels\Stuart Weitzman Bridal & Evening Collection\7978049.99.jpg,7978049.99.jpg,Shoes,Heels,Stuart Weitzman Bridal & Evening Collection
images\ut-zap50k\Shoes\Flats\Isola\8016876.2743.jpg,8016876.2743.jpg,Shoes,Flats,Isola
images\ut-zap50k\Shoes\Clogs and Mules\Fly Flot\7874177.158.jpg,7874177.158.jpg,Shoes,Clogs and Mules,Fly Flot
images\ut-zap50k\Sandals\Flat\Wolky\123372.63401.jpg,123372.63401.jpg,Sandals,Flat,Wolky
images\ut-zap50k\Shoes\Oxfords\Propet\104712.835.jpg,104712.835.jpg,Shoes,Oxfords,Propet
images\ut-zap50k\Boots\Ankle\Easy Spirit\8042732.4854.jpg,8042732.4854.jpg,Boots,Ankle,Easy Spirit
images\ut-zap50k\Shoes\Oxfords\Cole Haan\7908125.410865.jpg,7908125.410865.jpg,Shoes,Oxfords,Cole Haan
images\ut-zap50k\Shoes\Heels\Badgley Mischka\8026784.68.jpg,8026784.68.jpg,Shoes,Heels,Badgley Mischka
images\ut-zap50k\Boots\Ankle\Camper\7847858.72.jpg,7847858.72.jpg,Boots,Ankle,Camper
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Globe\7738677.377158.jpg,7738677.377158.jpg,Shoes,Sneakers and Athletic Shoes,Globe
images\ut-zap50k\Boots\Knee High\Frye\7970665.253858.jpg,7970665.253858.jpg,Boots,Knee High,Frye
images\ut-zap50k\Boots\Knee High\Franco Sarto\8045191.60.jpg,8045191.60.jpg,Boots,Knee High,Franco Sarto
images\ut-zap50k\Boots\Ankle\UGG Kids\7862829.7516.jpg,7862829.7516.jpg,Boots,Ankle,UGG Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\adidas Running\7598912.356173.jpg,7598912.356173.jpg,Shoes,Sneakers and Athletic Shoes,adidas Running
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Lacoste\8050124.3320.jpg,8050124.3320.jpg,Shoes,Sneakers and Athletic Shoes,Lacoste
images\ut-zap50k\Shoes\Flats\Haflinger\7842708.18.jpg,7842708.18.jpg,Shoes,Flats,Haflinger
images\ut-zap50k\Shoes\Heels\Vigotti\7687128.72.jpg,7687128.72.jpg,Shoes,Heels,Vigotti
images\ut-zap50k\Sandals\Flat\SKECHERS\7900927.19.jpg,7900927.19.jpg,Sandals,Flat,SKECHERS
images\ut-zap50k\Shoes\Boat Shoes\Sperry Top-Sider\7172793.33570.jpg,7172793.33570.jpg,Shoes,Boat Shoes,Sperry Top-Sider
images\ut-zap50k\Boots\Mid-Calf\UGG Kids\7658305.158964.jpg,7658305.158964.jpg,Boots,Mid-Calf,UGG Kids
images\ut-zap50k\Slippers\Slipper Flats\Juicy Couture\7884256.323545.jpg,7884256.323545.jpg,Slippers,Slipper Flats,Juicy Couture
images\ut-zap50k\Boots\Ankle\Frye\7579914.55388.jpg,7579914.55388.jpg,Boots,Ankle,Frye
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Salomon\7735316.330239.jpg,7735316.330239.jpg,Shoes,Sneakers and Athletic Shoes,Salomon
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Habitat\8034700.16197.jpg,8034700.16197.jpg,Shoes,Sneakers and Athletic Shoes,Habitat
images\ut-zap50k\Sandals\Flat\DV by Dolce Vita\7943201.425495.jpg,7943201.425495.jpg,Sandals,Flat,DV by Dolce Vita
images\ut-zap50k\Shoes\Flats\Seychelles\8109257.3.jpg,8109257.3.jpg,Shoes,Flats,Seychelles
images\ut-zap50k\Boots\Knee High\Calvin Klein\8018665.369272.jpg,8018665.369272.jpg,Boots,Knee High,Calvin Klein
images\ut-zap50k\Shoes\Heels\Jessica Simpson\7614480.552.jpg,7614480.552.jpg,Shoes,Heels,Jessica Simpson
images\ut-zap50k\Sandals\Flat\Worishofer\7979186.356849.jpg,7979186.356849.jpg,Sandals,Flat,Worishofer
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Lacoste\8082870.4854.jpg,8082870.4854.jpg,Shoes,Sneakers and Athletic Shoes,Lacoste
images\ut-zap50k\Sandals\Flat\Naot Footwear\7614940.95658.jpg,7614940.95658.jpg,Sandals,Flat,Naot Footwear
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\ASICS\8055423.381374.jpg,8055423.381374.jpg,Shoes,Sneakers and Athletic Shoes,ASICS
images\ut-zap50k\Shoes\Oxfords\ECCO\7973449.98901.jpg,7973449.98901.jpg,Shoes,Oxfords,ECCO
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Vans Kids\7977519.375069.jpg,7977519.375069.jpg,Shoes,Sneakers and Athletic Shoes,Vans Kids
images\ut-zap50k\Boots\Ankle\Dingo\8129770.1430.jpg,8129770.1430.jpg,Boots,Ankle,Dingo
images\ut-zap50k\Sandals\Flat\Yellow Box\8022377.3.jpg,8022377.3.jpg,Sandals,Flat,Yellow Box
images\ut-zap50k\Shoes\Boat Shoes\Sperry Top-Sider\7158233.19738.jpg,7158233.19738.jpg,Shoes,Boat Shoes,Sperry Top-Sider
images\ut-zap50k\Shoes\Loafers\Josef Seibel\7676445.206129.jpg,7676445.206129.jpg,Shoes,Loafers,Josef Seibel
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Brooks\7414346.3.jpg,7414346.3.jpg,Shoes,Sneakers and Athletic Shoes,Brooks
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\etnies\8064992.7778.jpg,8064992.7778.jpg,Shoes,Sneakers and Athletic Shoes,etnies
images\ut-zap50k\Boots\Ankle\Carhartt\8045226.40363.jpg,8045226.40363.jpg,Boots,Ankle,Carhartt
images\ut-zap50k\Shoes\Loafers\Polo Ralph Lauren\7635174.963.jpg,7635174.963.jpg,Shoes,Loafers,Polo Ralph Lauren
